 -1.0516107381709583e+000	 -5.6208812102872088e+000	
 -1.0816566846256608e+000	 -5.5920946322471261e+000	
 -1.0931087971078197e+000	 -5.5056496134747253e+000	
 -1.1096310608474136e+000	 -5.3528079015750665e+000	
 -1.1545339531051386e+000	 -5.1351287903404907e+000	
 -1.2470091255985514e+000	 -4.8621984561241662e+000	
 -1.4001504901457045e+000	 -4.5485062402400498e+000	
 -1.6205799748674652e+000	 -4.2103891613517543e+000	
 -1.9092000189694440e+000	 -3.8636047655274943e+000	
 -2.2625408017094326e+000	 -3.5217422351572334e+000	
 -2.6742631374561396e+000	 -3.1954319087462819e+000	
 -3.1365265222711578e+000	 -2.8921808494735046e+000	
 -3.6410745814417647e+000	 -2.6166234452884485e+000	
 -4.1799978761518073e+000	 -2.3709954370306083e+000	
 -4.7462006320292094e+000	 -2.1556854181322254e+000	
 -5.3336298745268973e+000	 -1.9697680048403994e+000	
 -5.9373333721155221e+000	 -1.8114658758892097e+000	
 -6.5534068723142331e+000	 -1.6785194704802231e+000	
 -7.1788790576197776e+000	 -1.5684634525431622e+000	
 -7.8115693624554536e+000	 -1.4788202564191903e+000	
 -8.4499419115048955e+000	 -1.4072257942896997e+000	
 -9.0929694262533456e+000	 -1.3515031285713972e+000	
 -9.7400141300865748e+000	 -1.3096984286555160e+000	
 -1.0390728129909036e+001	 -1.2800910905704457e+000	
 -1.1044972966618392e+001	 -1.2611872642690733e+000	
 -1.1702756511281301e+001	 -1.2517036166418487e+000	
 -1.2364184717870707e+001	 -1.2505461370773461e+000	
 -1.3029425604496607e+001	 -1.2567872061605432e+000	
 -1.3698682993687241e+001	 -1.2696429637750488e+000	
 -1.4372177845355562e+001	 -1.2884521660478541e+000	
 -1.5050135368020012e+001	 -1.3126571397238511e+000	
 -1.5732776439487086e+001	 -1.3417870614970504e+000	
 -1.6420312179262876e+001	 -1.3754435529472393e+000	
 -1.7112940779956482e+001	 -1.4132884451577374e+000	
 -1.7810845922215066e+001	 -1.4550334977603163e+000	
 -1.8514196270840415e+001	 -1.5004318310835687e+000	
 -1.9223145684564852e+001	 -1.5492708304380010e+000	
 -1.9937833875016114e+001	 -1.6013662969126581e+000	
 -2.0658387327900289e+001	 -1.6565576418668577e+000	
 -2.1384920356860185e+001	 -1.7147039478313966e+000	
 -2.2117536202438881e+001	 -1.7756807439347277e+000	
