  2.6112132378999999e+000	 -9.1634332200000002e-001	
  2.5250425092171471e+000	 -9.8731201137430225e-001	
  2.4618655379850294e+000	 -1.0771299397906771e+000	
  2.4150039390321814e+000	 -1.1769754606198943e+000	
  2.3790053446938391e+000	 -1.2890896490179091e+000	
  2.3564226365103749e+000	 -1.4195988527092129e+000	
  2.3555449540696101e+000	 -1.5718950125686113e+000	
  2.3881770325557814e+000	 -1.7433096552561862e+000	
  2.4644439733404924e+000	 -1.9259943395582411e+000	
  2.5929858275489677e+000	 -2.1081656966364819e+000	
  2.7826922723060501e+000	 -2.2710806016094818e+000	
  3.0277072018182598e+000	 -2.3824868130867003e+000	
  3.2943425057750453e+000	 -2.4192047582435690e+000	
  3.5404937336041731e+000	 -2.3989562069220125e+000	
  3.7738446610317959e+000	 -2.3640476897613905e+000	
  4.0418724710219056e+000	 -2.3048986431987211e+000	
  4.3422325785890319e+000	 -2.1464749336140634e+000	
  4.5743797617173438e+000	 -1.8504595130538286e+000	
  4.6366445608475049e+000	 -1.5019175193858263e+000	
  4.5514875162364978e+000	 -1.2473873767334573e+000	
  4.4582118989986013e+000	 -1.1413973961212989e+000	
  4.4646988657467181e+000	 -1.0925864665182192e+000	
  4.5396958919794974e+000	 -9.7978638454330791e-001	
  4.5780916163197851e+000	 -7.8333991076866027e-001	
  4.5270421599621962e+000	 -5.7250239397857738e-001	
  4.4102710372459262e+000	 -4.1190263850698061e-001	
  4.2771844466344229e+000	 -3.1664977583520171e-001	
  4.1592179642958875e+000	 -2.6942232786932085e-001	
  4.0655721841600121e+000	 -2.4843369221487246e-001	
  3.9934436607449610e+000	 -2.3918359555011204e-001	
  3.9383952515257352e+000	 -2.3409307603809287e-001	
  3.8957470988133482e+000	 -2.2942833229885326e-001	
  3.8623560135859489e+000	 -2.2332405501513553e-001	
  3.8351622087267025e+000	 -2.1487241335163562e-001	
  3.8117574795696223e+000	 -2.0381598412136498e-001	
  3.7911312037738232e+000	 -1.9036429870844740e-001	
  3.7715778006170000e+000	 -1.7500008636403358e-001	
  3.7517103112778551e+000	 -1.5834524064399336e-001	
  3.7319001550284172e+000	 -1.4113740118406079e-001	
  3.7111186999402559e+000	 -1.2400372341095237e-001	
  3.6902070668142555e+000	 -1.0749379426632905e-001	
