  2.4272811900000004e+000	 -2.8355600000000002e-002	
  2.4167428575609664e+000	 -2.9833746820052829e-002	
  2.4068932557525882e+000	 -3.1489076479109299e-002	
  2.3976545610899027e+000	 -3.3303764585400110e-002	
  2.3889497642235047e+000	 -3.5260131681090136e-002	
  2.3807025899999998e+000	 -3.7340599999999995e-002	
  2.3728374282391433e+000	 -3.9527655425254243e-002	
  2.3652792752276821e+000	 -4.1803814646856521e-002	
  2.3579536859298837e+000	 -4.4151597519191350e-002	
  2.3507867369147628e+000	 -4.6553504618452826e-002	
  2.3437049999999999e+000	 -4.8992000000000001e-002	
  2.3366592780014384e+000	 -5.1454242221664691e-002	
  2.3296955482559301e+000	 -5.3946356985284417e-002	
  2.3228831788101219e+000	 -5.6479297060583827e-002	
  2.3162911159826169e+000	 -5.9064120036935688e-002	
  2.3099879099999998e+000	 -6.1711999999999996e-002	
  2.3040200889561997e+000	 -6.4433142096326446e-002	
  2.2983474322497894e+000	 -6.7233398969862121e-002	
  2.2929083406070272e+000	 -7.0117402194180542e-002	
  2.2876415211283803e+000	 -7.3089630447383480e-002	
  2.2824859599999994e+000	 -7.6154399999999997e-002	
  2.2773953636282984e+000	 -7.9312435592392705e-002	
  2.2723814236866446e+000	 -8.2550720204535410e-002	
  2.2674702511394829e+000	 -8.5852947732216994e-002	
  2.2626878967648687e+000	 -8.9202970783489516e-002	
  2.2580603600000000e+000	 -9.2584799999999995e-002	
  2.2536016481591585e+000	 -9.5988127927315189e-002	
  2.2492779878025893e+000	 -9.9424787120891506e-002	
  2.2450437673372674e+000	 -1.0291196395865877e-001	
  2.2408534890785590e+000	 -1.0646664234211597e-001	
  2.2366617600000001e+000	 -1.1010560000000000e-001	
  2.2324323359676610e+000	 -1.1384060356461898e-001	
  2.2281652376913286e+000	 -1.1766410567078930e-001	
  2.2238695474077197e+000	 -1.2156380861195190e-001	
  2.2195543530617905e+000	 -1.2552748901232297e-001	
  2.2152287500000001e+000	 -1.2954299999999999e-001	
  2.2109018425086497e+000	 -1.3359827289285628e-001	
  2.2065827451972750e+000	 -1.3768131839722370e-001	
  2.2022805842271072e+000	 -1.4178022731936366e-001	
  2.1980044983845972e+000	 -1.4588317078972668e-001	
  2.1937636400000002e+000	 -1.4997839999999998e-001	
