 -3.5972152326996767e+000	 -5.3423657006536696e-001	
 -4.0051663255699355e+000	 -5.5275505123770197e-001	
 -4.4135923407586892e+000	 -5.7365615511834633e-001	
 -4.8239573165246439e+000	 -5.9631148174821580e-001	
 -5.2374127177327097e+000	 -6.2028277683170219e-001	
 -5.6548749456720531e+000	 -6.4526592733139299e-001	
 -6.0770802212699992e+000	 -6.7105125957227640e-001	
 -6.5046248440579673e+000	 -6.9749554760161270e-001	
 -6.9379953915507091e+000	 -7.2450234251393431e-001	
 -7.3775917064049983e+000	 -7.5200816802167292e-001	
 -7.8237445741003979e+000	 -7.7997283068871159e-001	
 -8.2767294253433441e+000	 -8.0837260830404434e-001	
 -8.7367770286336910e+000	 -8.3719544975740701e-001	
 -9.2040818856408784e+000	 -8.6643758169229468e-001	
 -9.6788088621463650e+000	 -8.9610110089097472e-001	
 -1.0161098456214241e+001	 -9.2619225935615002e-001	
 -1.0651071008292167e+001	 -9.5672023794167049e-001	
 -1.1148830085558938e+001	 -9.8769626600664362e-001	
 -1.1654465218453451e+001	 -1.0191329872855528e+000	
 -1.2168054126274139e+001	 -1.0510440018179596e+000	
 -1.2689664537633004e+001	 -1.0834435344083964e+000	
 -1.3219355687890561e+001	 -1.1163461944812128e+000	
 -1.3757179557635762e+001	 -1.1497668022775844e+000	
 -1.4303181902431357e+001	 -1.1837202634345361e+000	
 -1.4857403113391547e+001	 -1.2182214789992991e+000	
 -1.5419878939925020e+001	 -1.2532852814937725e+000	
 -1.5990641099583883e+001	 -1.2889263901880079e+000	
 -1.6569717794973169e+001	 -1.3251593805685502e+000	
 -1.7157134153769320e+001	 -1.3619986643076616e+000	
 -1.7752912604818576e+001	 -1.3994584769979874e+000	
 -1.8357073200853101e+001	 -1.4375528716183297e+000	
 -1.8969633896426075e+001	 -1.4762957162109092e+000	
 -1.9590610788121374e+001	 -1.5157006946311844e+000	
 -2.0220018322851377e+001	 -1.5557813095142214e+000	
 -2.0857869479054983e+001	 -1.5965508868126583e+000	
 -2.1504175924796531e+001	 -1.6380225814201954e+000	
 -2.2158948156105012e+001	 -1.6802093835137857e+000	
 -2.2822195618353074e+001	 -1.7231241253385727e+000	
 -2.3493926813030861e+001	 -1.7667794882283103e+000	
 -2.4174149391904461e+001	 -1.8111880097063451e+000	
 -2.4862870240244526e+001	 -1.8563620905527802e+000	
